2023-01-07 14:50:40.726292 - запущена функция{func.__name__} {"с аргументами" if args else "без аргументов"}({func.__doc__})
2023-01-07 14:50:53.527624 - запущена функция{func.__name__} {"с аргументами" if args else "без аргументов"}({func.__doc__})
2023-01-07 16:48:45.338573 - запущена функция{func.__name__} {"с аргументами" if args else "без аргументов"}({func.__doc__})
2023-01-07 16:48:51.617932 - запущена функция{func.__name__} {"с аргументами" if args else "без аргументов"}({func.__doc__})
